,date_time,location,operator,flight_no,route,ac_type,registration,cn_ln,summary,total_aboard,total_passengers,total_crew,total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities
4021,1988-12-07 19:33:00,"Kodinsk, Russia",Aeroflot,NoData,Krasnoyarsk - Kodinsk,Let 410UVP,CCCP-67127,790323,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.,14,12,2,6,4,2,0
4022,1988-12-08 00:00:00,"Bîr Mogreïn, Mauritania",T & G Aviation,NoData,Dakar - Agadir,Douglas DC-7CF,N284,45203/776,Accidently struck by a surface-to-air missile by the Polisario.,5,0,5,5,0,5,0
4023,1988-12-10 20:00:00,Afghanistan,Military - Afghan Republican Air Force,NoData,Kabul - Khowst,Antonov AN-32,NoData,NoData,Shot down by a Pakistani jet fighter while en route.,25,NoData,NoData,25,NoData,NoData,0
4024,1988-12-11 00:00:00,"Leninakan, Armenia, USSR",Military - Russian Air Force / Military - Russian Air Force,NoData,NoData,Ilyushin IL-76 / Mi-8 (helicopter),CCCP-86732,083413388,A midair collision occurred between a soviet transport on an earthquake relief mission and a military Mi-8 helicopter.  As the transport approached for a landing in the darkness it struck the helicocopter.  Seventy-seven of 78 aboard the transport were killed. All five aboard the Mi-8 survived.,83,74,9,77,68,9,0
4025,1988-12-14 21:50:00,"Near Luxor, Egypt",GAS Air,NoData,Dar-es-Salaam - Cairo,Boeing B-707-321C,5N-AYJ,19168/508,After 2 missed approaches at Cairo the plane diverted to Luxor but crashed into a residential neighborhood while attempting to land. Forced landing. Fuel exhaustion.,8,5,3,8,5,3,5
4026,1988-12-17 00:00:00,"Near Leonora, WA, Australia",Broughton Air Servces,NoData,NoData,Mitsubish MU-2 uise,VH-BBA,782SA,NoData,10,9,1,10,9,1,0
4027,1988-12-21 19:03:00,"Lockerbie, Scotland",Pan American World Airways,103,London - New York City,Boeing B-747-121A,N739PA,19646/15,"The airliner disappeared from radar shortly after leveling off at FL 310 while on a flight from Heathrow Airport, London,  to New York. The aircraft broke up with two main sections of wreckage coming down in the town of Lockerbie. Detonation of an explosive device in the forward cargo area planted by terrorists.  Musician Paul Jeffreys killed. The aircraft was named ""Clipper Maid of the Seas.""",259,243,16,259,243,16,11
4028,1989-01-08 20:25:00,"Leicestershire, England",British Midland Airways,92,London - Belfast,Boeing B-737-4Y0,G-OBME,23867/1603,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach.",126,118,8,47,47,0,0
4029,1989-01-12 04:45:00,"Dayton, Ohio",Bradley Air Services,NoData,"Dayton, OH - Montreal, Canada",Hawker Siddeley  Avro 748-215,C-GDOV,1582,"After gaining altitude the cargo plane descended until it impacted trees. Improper IFR procedure by the first officer during takeoff, his lack of instrument scan, his failure to maintain a positive rate of climb or to identify the resultant descent, and the captain's inadequate supervision of the flight. Contributing factors were: dark night, low ceiling, drizzle, the first officer's lack of total experience in the type of operation, and possible spatial disorientation of the first officer.",2,0,2,2,0,2,0
4030,1989-01-17 00:00:00,"Near La Paz, Bolivia",Aerolineas La Paz,NoData,La Paz - Apolo,Douglas DC-3(C-47A-DL),CP-1418,19344,The plane went missing en route.,5,3,2,5,3,2,0
4031,1989-01-29 00:00:00,"Fairbanks, Alaska",Military - Canadian Army,NoData,Exercise,Lockheed CC-130E Hercules,130318,4124,Crashed about 500 ft. short of the runway.,11,7,4,11,7,4,0
4032,1989-01-31 12:10:00,"Near Abilene, Texas",Military - U.S. Air Force,NoData,Dyess AFB - Hawaii,Boeing KC-135A,63-7990,18607/646,Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.,19,12,7,19,12,7,0
4033,1989-02-03 07:41:00,"Rangoon, Myanmar",Burma Airways,NoData,Rangoon - Kentung,Fokker F-27 Friendship 600,XY-AEK,10325,The aircraft entered a fog bank after taking off from Rangoon and hit a tree and caught fire.,29,25,4,26,23,3,0
4034,1989-02-06 18:25:00,"Marseille, France",RAM,3132,Marseille - Paris,Vickers 952F Vanguard,F-GEJE,730,After a second takeoff attempt the cargo plane banked to the right until it crashed into the water.,3,0,3,3,0,3,0
4035,1989-02-08 14:08:00,"Santa Maria, Azores, Portugal",Independent Air Inc.,1851,Bergamo - Orio al Serio - Santa Maria,Boeing B-707-331B,N7231T,19572/687,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value.",144,137,7,144,137,7,0
4036,1989-02-09 00:00:00,"Bucharest, Romania",Tarom,NoData,Training,Tupolev 154B,YR-TPJ,80A-408,Crashed after experiencing engine failure on takeoff.,5,0,5,5,0,5,0
4037,1989-02-19 12:10:00,"Corona, California",Air Taxi - Las Vegas Flyers Inc.,NoData,"Las Vegas, NV - Santa Ana, CA",Cessna 402B,N69383,402B0527,"The accident occurred during a descent when the aircraft collided with a 2,060 ft. mountain. The pilot's failure to properly preflight and plan for flight and his intentional flight into imc conditions. Pilots disregard for in-flight weather advisories. Factors contributing to the accident were the low ceiling conditions in conjunction with the mountainous terrain.",10,9,1,10,9,1,0
4038,1989-02-19 06:36:00,"Near Kuala Lumpur, Malaysia",Flying Tiger Line,66,Singapore - Kuala Lumpur,Boeing 747-249F,N807FT,21828/408,"The cargo plane descended below minimums and impacted trees and a hill. Non-standard phraseology used by Kuala Lumpur ATC, causing the crew to misinterpret the instructions.",4,0,4,4,0,4,0
4039,1989-02-24 02:09:00,"Honolulu, Hawaii",United Air Lines,811,Los Angeles - Honolulu - Auckland - Sydney,Boeing B-747-122,N4713U,19875/89,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched forward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff. As a failsafe, the latches should have been blocked from moving by a mechanism called a ""locking sector"" (one on each latch), engaged manually by a lever after the door is closed.  However, the locking sectors as designed were not strong enough and could be overcome by the motors which was a design flaw right from the introduction of the747.  This was finally recognized as serious, after a non-fatal failure in 1987, but installing stronger locking sectors required taking each plane out of service 10 hours, and the FAA had allowed airlines 18 months so they could do it during other maintenance procedures.",356,338,18,9,9,0,0
4040,1989-02-25 00:00:00,"Tegucigalpa, Honduras",Albancion Circulo,NoData,NoData - Tegucigalpa - Toncontin,Douglas DC-6,HR-AKZ,44642/586,Hit high ground 27 km from the airport.,10,7,3,10,7,3,0
4041,1989-02-28 06:30:00,"Near Quebec City, Quebec, Canada",Transfair,NoData,NoData,Douglas C-47A,C-FBZN,25290,The cargo plane crashed after its initial climb.,2,0,2,2,0,2,0
4042,1989-03-10 12:09:00,"Dryden, Ontario, Canada",Air Ontario,1363,Dryden - Winnipeg,Fokker F-28 Fellowship 1000,C-FONF,11060,"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision.",69,65,4,24,21,3,0
4043,1989-03-10 00:00:00,"Lima, Peru",Aero Condor,NoData,Sightseeing,Britten Norman BN-2A Trislander,OB-T-1271,0604,Crashed after striking radio tower while on approach.,10,9,1,10,9,1,0
4044,1989-03-15 07:25:00,"West Lafayette, Indiana",Mid Pacific Air,NoData,Terre Haute - Lafayette,NAMC YS-11A-300F,N128MP,2139,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps.",2,0,2,2,0,2,0
4045,1989-03-18 02:15:00,"Carswell AFB, Texas",Evergreen International Airlines,NoData,"Fort Worth, TX - Oklahoma City, OK",McDonnell Douglas DC-9-33RC,N931F,47192/287,"The loss of control of the airplane for undetermined reasons following the in-flight opening of the improperly latched cargo door. Contributing to the accident were inadequate procedures used by Evergreen Airlines and approved by the FAA for pre-flight verification of external cargo door lock pin manual control handle, and the failure of McDonnell Douglas to provide flight crew guidance and emergency procedures for an in-flight opening of the cargo door. Also contributing to the accident was the failure of the FAA to mandate modification to the door-open warning system for DC-9 cargo-configured airplanes, given the previously known occurrences of in-flight door openings.",2,0,2,2,0,2,0
4046,1989-03-20 07:00:00,"Pohang, South Korea",Military - U.S. Marine Corps,NoData,NoData,Sikorsky CH-53D,157140,NoData,Crashed and burned in mountainous terrain during a troop lift mission. Came in for a landing at an extreme high bank until it crashed to the ground. Pilot error.,34,30,4,19,NoData,NoData,0
4047,1989-03-21 11:55:00,"Guarulhos, Brazil",Transbrasil,NoData,Manaus - Sao Paulo-Guarulhos,Boeing B-707-349C,PT-TCS,19354/503,"The plane crashed into houses during a steep approach. Crew error. High speed approach. Deep stall. This was the Boeing 707 used in the movie ""Airport"" in 1970.",3,0,3,3,0,3,18
4048,1989-04-10 21:07:00,"Col de Tourniol, France",Europe Aero Service EAS,602,Paris - Valence,Fairchild FH-227B,F-GGDM,532,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain.",22,19,3,22,19,3,0
4049,1989-04-19 00:00:00,"Near Cucuta, Colombia",SATENA,NoData,Cucuta - Arauca,Pilatus PC-6 Turbo Porter,FAC-1110,819,Crashed while en route.,11,10,1,11,10,1,0
4050,1989-04-26 00:00:00,"Baranquilla, Colombia",Aerosucre Colombia,NoData,Baranquilla - Bogota,Aérospatiale SE-210 Caravelle,HK-3325X,215,"Shifting of cargo after takeoff cause the plane to take a nose-high attitude, stall and crash into houses.",5,2,3,5,2,3,0
4051,1989-05-05 00:00:00,"Near Cancun, Mexico",Aero Cozumel,NoData,Chichen Itza - Cozumel,Britten Norman BN-2A Trislander II,XA-JPE,1051,Crashed after the pilot radioed he was making an emergency landing with engine problems.,19,17,2,6,6,0,0
4052,1989-05-06 01:45:00,"Columbia, Tennessee",Southern Express,NoData,Memphis - Columbia,Embraer EMB-110 Bandeirante,N95PB,110330,The positioning flight crashed into trees short of the runway in dense fog. The pilot attempted to make a VFR landing in IFR conditions that were below minimums for the published instrument approach and collided with trees and the ground after allowing the airplane to descend below the proper altitude.,2,0,2,1,0,1,0
4053,1989-05-08 09:40:00,"Oskarshamn, Sweden",Holmstoem Air,NoData,Stockholm - Oskarshamn,Beechcraft 99,SE-IZO,U048,"While on approach the plane pitched up, went into a steep dive and crashed short of the runway. Aircraft improperly loaded causing a shift in the center of gravity.",16,14,2,16,14,2,0
4054,1989-05-09 00:00:00,"Near Tainjin, China",Aero Asahi,NoData,NoData,Bell 412,JA9596,33070,NoData,NoData,NoData,NoData,10,NoData,NoData,0
4055,1989-06-07 04:27:00,"Near Paramaribo, Surinam",Surinam Airways,764,Paramaribo - Zanderij,McDonnell Douglas DC-8 Super 62,N1809E,46107/498,"The aircraft hit a tree and crashed during a third landing attempt in fog. The crew descended below the published minimum altitude. Despite concerns about possible landing equipment failures the crew was determined to make a landing and not divert to another airport as they were running out of fuel. They could not get an ILS signal and ignored a Ground Proximity Warning System alarm 60 seconds prior to the crash by turning it off 10 seconds after it started its warning. About 20 members from the Dutch soccer team ""Colorful 11"" from Surinam were killed.",187,178,9,176,167,9,0
4056,1989-06-11 10:15:00,"Vereda el Salitre, Colombia",Aerotaca,NoData,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,HK-2486,676,Crashed into a mountain.,22,20,2,6,6,0,0
4057,1989-06-11 13:30:00,"Waipio Valley, Hawaii",Scenic Air Tours,21,"Hilo, HI - Kahului, HI",Beechcraft H18,N34AP,BA-746,Crashed in a scenic canyon area near a waterfall. The pilots improper in-flight planning/decision to maneuver with insufficient altitude over or in a canyon area. Factors related to the accident were the terrain conditions and scenic air tour's lack of specific direction to its pilots concerning safety procedures for sightseeing flights.,11,10,1,11,10,1,0
4058,1989-06-17 08:28:00,"Berlin, Germany",Interflug,NoData,Berlin - Moscow,Ilyushin IL-62MK,DDR-SEW,2850324,"The pilot aborted the takeoff at liftoff after it was discovered the rudder and elevator were jammed. When the command was given to apply reverse thrust  the flight engineer switched off the engines by mistake. The aircraft overran runway, collided with obstacles and caught fire. Jammed rudder and elevator.",113,103,10,20,20,0,1
4059,1989-06-18 13:20:00,"Zabol, Iran",Ariana Afghan Airlines,NoData,Kabul - Zaranj,Antonov AN-26,YA-BAK,14104,A ramp door opened in flight causing loss of control of the aircraft. The plane crashed into a hill.,39,35,4,6,6,0,0
4060,1989-06-22 17:40:00,"Near Tarma, Peru",Fuerza Aérea del Peru,NoData,San Ramon - Captain Alvarino,de Havilland Canada DHC-5D Buffalo,FAP-329,329,Crashed into a mountainside in the remote Andean highlands shortly after leaving San Ramon. Overloaded.,62,57,5,62,57,5,0
4061,1989-06-27 00:00:00,"Kaohsiung, Taiwan",Formosa Airlines,NoData,Kaohsiung - Chi-mei,Cessna 404 Titan Courier II,B-12206,404-0418,Crashed into houses on takeoff and exploded.,13,NoData,NoData,12,NoData,NoData,0
4062,1989-06-28 21:19:00,"Yaounde,  Cameroon",Cameroon Airlines,NoData,Douala - Yaounde,Hawker Siddeley HS-748-435 Srs. 2,TJ-CCF,1804,"The plane landed short of the runway on the third landing attempt, overran the runway and collided with an embankment.",47,45,2,3,1,2,0
4063,1989-06-28 09:30:00,"Near Borana, Somalia",Somali Airlines,NoData,Hargeisa - Mogadishu,Fokker F-27 Friendship 600RF,6O-SAZ,10559,Crashed after takeoff.  Shot down by a surface-to-air missile.,30,24,6,30,24,6,0
4064,1989-06-29 00:04:00,"Cartersville, Georgia",Calair,NoData,"Carterville, GA  - Montgomery, AL",Dassault Falcon 20,N125CA,208,"Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action.",2,0,2,2,0,2,0
4065,1989-07-19 07:17:00,"Glen Burnie, Maryland",Air Taxi - Centre Airlines Inc.,NoData,"Baltimore, MD - Winchester, VA",Beech E18S,N138JR,NoData,"Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house.",5,4,1,2,2,0,0
4066,1989-07-19 16:00:00,"Sioux City, Iowa",United Air Lines,232,"Denver, CO - Chicago, IL",McDonnell Douglas DC-10-10,N1819U,46618/118,"Catastrophic failure of the No. 2 (rear) engine while en route from Denver to Chicago, with total loss of all three hydraulics systems due to damage. The aircraft maneuvering with only the thrust of the engines, crashed while attempting to land at Sioux City. Failure to detect a fatigue crack in the No. 2 engine resulting in the disintegration of the fan disk and loss of all three hydraulic systems. The  failure was traced back to a manufacturing defect in the fan disk, which had microscopic cracks due to impurities. Subject of the 1992 TV-movie ""Crash Landing: The Rescue of Flight 232.""",298,287,11,112,111,1,0
4067,1989-07-19 11:02:00,"Talourow Island, USSR",Aeroflot,NoData,Observation flight out of Cape Schmidt,Antonov AN-26,CCCP-26685,8805,Crashed into costal cliffs while on an ice observation flight.,10,6,4,10,6,4,0
4068,1989-07-21 00:00:00,"Porgera, New Guinea",Talair,NoData,NoData,de Havilland Canada DHC-6 Twin Otter 300,P2-RDW,366,Crashed into jungle shortly after taking off.,22,20,2,3,1,2,0
4069,1989-07-21 15:23:00,"Manila, Philippines",Philippine Air Lines,NoData,Zamboanga - Manila,BAC One-Eleven 516FP,RP-C1193,231,"In heavy rain the aircraft bounced twice, crashed through a concreate wall, overran the runway, crossed a road and struck several cars.",98,91,7,1,1,0,8
4070,1989-07-23 00:00:00,"Near Jalalabad, Afghanistan",Military - Afghan Republican Air Force,NoData,NoData,Mil Mi-8 / Mil Mi-8,NoData,NoData,Mid-air collision between two helicopters.,30,NoData,NoData,30,NoData,NoData,0
4071,1989-07-26 00:00:00,"Near Chana, Angola",Military - Angolan Air Force,NoData,Luena - Cazombo,Antonov AN-26,NoData,NoData,Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.,48,NoData,NoData,42,NoData,NoData,0
4072,1989-07-27 00:00:00,"Off Ullung Do, South Korea",Universal Airlines,NoData,NoData,Sikorsky S-58T,NoData,NoData,Crashed into the sea.,19,NoData,NoData,13,NoData,NoData,0
4073,1989-07-27 07:00:00,"Tripoli, Libya",Korean Airlines,803,Jeddah - Tripoli,McDonnell Douglas DC-10-30,HL-7328,47887/125,The aircraft crashed short of the runway while landing in fog. Failure of the captain to land without analyzing the weather data.,199,181,18,75,72,3,4
4074,1989-07-31 22:00:00,"Auckland, New Zealand",Air Freight New Zealand,1,Auckland - Christchurch,Convair CV-580,ZK-FTB,180,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.,3,0,3,3,0,3,0
4075,1989-08-03 13:43:00,"Samos, Greece",Olympic Aviation,NoData,Thessaloniki - Samos,Shorts 330-200,SX-BGE,SH-3083,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.,34,31,3,34,31,3,0
4076,1989-08-07 12:10:00,"Near Gambela, Ethiopia",RRC Air Service,NoData,Addis Ababa - Bole,de Havilland DHC-6 Twin Otter 300,ET-AIL,699,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia.  The plane crashed into a mountain in poor weather conditons at an altitude of  3,600 feet.  The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground.  U.S. Representative George Thomas ""Mickey"" Leland, 45, killed.",16,13,3,16,13,3,0
4077,1989-08-08 10:35:00,"Near Midford Sound, New Zealand",Aspring Air,NoData,Wanaka - Milford Sound,Britten-Norman BN-2A-26 Trislander,ZK-EVK,0583,Crashed into the face of a mountain. Undetermined.,10,9,1,10,9,1,0
4078,1989-08-13 21:25:00,"Janice, Mississippi",Private,NoData,"Hattiesburg, MS - Gulfport, MS",Cessna 177RG,N1976Q,177RG-0376,"The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed.",2,1,1,2,1,1,0
4079,1989-08-15 00:00:00,"Shanghai, China
, China",China Eastern Airlines,NoData,Shanghai - Hongqiao,Antonov AN-24RV,B-3417,37309006,Lost power and crashed into a river shortly after taking off from Shanghai.,40,34,6,34,28,6,0
4080,1989-08-21 12:50:00,"Gold Beach, Oregon",Air Taxi,NoData,"Medford, OR - Medford, OR",Beechcraft C90,N25ST,LJ507,"The aircraft emerged out of a fog bank while attempting to land, banked to the left and crashed. The pilot's failure to initiate a go-around after emerging from a fog bank on a short final which resulted in inadequate airspeed and a stall. Contributing to the accident was the pilot's poor judgement in attempting the VFR approach in IMC conditions.",3,2,1,3,2,1,0
4081,1989-08-25 07:45:00,"Near Gilgit, Pakistan",Pakistan International Airlines,NoData,Gilgit - Islamabad - Chaklala,Fokker F-27 Friendship 200,AP-BBF,10207,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.,54,49,5,54,49,5,0
4082,1989-08-28 00:45:00,"Lynchburg, Virginia",Bay Land Aviation,NoData,"Salisbury, MD - Lynchburg, VA",Piper PA-31-350 Navajo,N234J,317952021,Crashed into trees left of the runway after attempting two VFR and an IFR approach in fog. Failure to maintain clearance from obstructions because of improper IFR operation.,5,4,1,5,4,1,0
4083,1989-09-03 20:45:00,"Near Sao Jose do Xingu, Brazil",Varig,254,Maraba - Belem,Boeing B-737-241,PP-VMK,21006/398,"The aircraft ran out of fuel due to a navigation error and crashed into the jungle. The flight plan had showed the heading in tenths of a degree as 0270; the crew, entering whole degrees into the flight computer and entered 270 instead of 027.  The flight from Maraba to Belem was supposed to last 45 minutes. When they could not find Belem after 45 minutes, they assumed they were still not far away and that  there was some sort of instrument failure.The course was finally corrected but the plane ran out of fuel and crashed into the jungle.",54,48,6,13,13,0,0
4084,1989-09-03 19:00:00,"Near Havana, Cuba",Cubana de Aviacion,9646,"Havana - Köln, Bonn",Ilyushin IL-62M,CU-T1281,3850453,The aircraft crashed into navigational towers and residential houses shortly after takeoff in heavy rain and high winds. Decision of the pilot in command  to fly after an abrupt deterioration in weather conditions.,126,115,11,126,115,11,45
4085,1989-09-08 16:36:00,"Skagerrak, Denmark",Partnair,394,Oslo - Hamburg,Convair CV-580,LN-PAA,056,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.  Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure.
The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage.""",55,50,5,55,50,5,0
4086,1989-09-15 00:00:00,"Near Bentuni, Indonesia",Merpati Nusantara Airlines,NoData,Manokwari - Bentuni,de Havilland Canada DHC-6 Twin Otter 300,PK-NUE,345,Crashed while making an approach.,22,19,3,22,19,3,0
4087,1989-09-15 21:10:00,"Mayfield, Kentucky",Wehite Cap Aviation,NoData,"Orlando, FL - Mayfield, KY",Beech King Air B100,N887PE,B-049,"Crashed into trees while attempting to land at night, in fog. Improper IFR procedures and failure to maintain minimum descent altitude.",6,5,1,6,5,1,0
4088,1989-09-19 14:00:00,"Near Bilma, Niger",Union des Transportes Aeriens,772,N'Djamena - Paris,McDonnell Douglas DC-10-30,N54629,46852/125,"While climbing through FL 350, 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamena was believed to have brought the bomb aboard.",171,156,15,171,156,15,0
4089,1989-09-20 00:00:00,"Fairbanks, Alaska",Boeing KC-135E,NoData,NoData,Military - U.S. Air Force,57-1481,17552/161,An explosion occurred in an overheated fuel pump while shuting down the engines.,7,NoData,NoData,2,NoData,NoData,0
4090,1989-09-20 23:21:00,"La Guardia Airport, New York, New York",USAir,5050,"New York City - Charlotte, NC",Boeing B-737-401,N416US,23884/1643,"During an aborted takeoff,  the aircraft overran the runway, hit a wooden approach lighting pier and came to rest partially submerged in shallow water in Bowery Bay. The failure of the captain to exercise his authority in a timely manner to reject or continue the troubled takeoff which was initiated by a mistrimmed rudder.",63,57,6,2,2,0,0
4091,1989-09-21 00:00:00,"Near Baghran, Afghanistan",Military - Afghan Republican Air Force,NoData,NoData,Mil Mi-17 ( helicopter),NoData,NoData,NoData,24,NoData,NoData,24,NoData,NoData,0
4092,1989-09-21 00:00:00,"Centeral Afghanistan
Afghanistan",Military - Afghan Republican Air Force,NoData,NoData,Mil Mi-8 (helicopter),NoData,NoData,NoData,26,NoData,NoData,26,NoData,NoData,0
4093,1989-09-23 20:35:00,"Ujani Dam, India",Vayudoot,NoData,Pune - Hyderabad,Dornier Do-288-201,VT-EJF,8052,Exploded in mid-air and crashed during a thunderstorm and heavy rain.,11,8,3,11,8,3,0
4094,1989-09-26 00:00:00,"Nyala, Sudan",Nile Safaris Aviation,NoData,NoData,Cessna 404 Titan II,ST-AIW,404-0458,Crashed into the roof of a school after taking off,6,NoData,NoData,6,NoData,NoData,0
4095,1989-09-26 08:28:00,"Terrace,  Canada",Skylink Airlines,NoData,Vancouver - Terrace,Swearingen SA.227AC Metro III,C-GSLB,AC-481,"The plane struck trees, losing part of a wing after initiating a go-around.",7,5,2,7,5,2,0
4096,1989-09-27 09:53:00,"Grand Canyon National Park Airport, Tusayan, Arizona",Grand Canyon Airlines,Canyon 5,Grand Canyon National Park,de Havilland Canada DHC-6 Twin Otter 300,N75GC,439,"The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around.",21,19,2,10,8,2,0
4097,1989-09-28 00:00:00,"Semyonovka ,Ukraine",MAP,NoData,Mukachevo - 	Moscow,Antonov An-32,CCCP-48095,1705,Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.,9,4,5,9,4,5,0
4098,1989-10-04 00:00:00,"Perth, Ontario, Canada",Military - U.S. Air Force,NoData,NoData,Boeing KC-135A,56-3592,17341/31,A dry  fuel pump led to the ignition of fuel vapors.,4,0,4,4,0,4,0
4099,1989-10-06 22:05:00,"Uncertain, Texas",Winchester Air,NoData,"Uncertain, TX - Destsin, FL",Cessna 208 Caravan I,N208W,208-00115,"The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway.",5,3,2,5,3,2,0
4100,1989-10-10 13:39:00,"Lacey Township, New Jersey",Air Taxi - Paramount Aviation Corp.,NoData,"New York, NY - Atlantic City, NJ",Agusta A109A MK II,N21FL,7309,"In-flight separation of a main rotor blade due to fatigue failure of the main rotor blade spar, which originated at a manufacturing induced scratch (tool mark) that was the result of inadequate quality control.",5,4,1,5,4,1,0
4101,1989-10-10 00:00:00,"Urpay, Peru",TAUSA,NoData,NoData,Cessna 402C Utililiner,OB-T-1254,402C-0638,Crashed into mountain after takeoff.,12,NoData,NoData,12,NoData,NoData,0
4102,1989-10-18 00:00:00,"Nasosny, Russia",Military - Russian Air Force,NoData,NoData,Ilyushin IL-76MD,CCCP-76569,33448421,Crashed into the Caspian sea after reporting an engine fire.,57,50,7,57,50,7,0
4103,1989-10-20 02:32:00,"Leninakan, Russia",Aeroflot,NoData,Ul'yanovsk - Leninakan,Ilyushin IL-76TD,CCCP-76466,23440153,Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.,15,10,5,15,10,5,0
4104,1989-10-21 07:53:00,"Near Tegucigalpa, Honduras",TAN,414,Managua - Tegucigalpa,Boeing B-727-224,N88705,19514/597,The aircraft landed short of the runway in heavy rain and high winds after returning to the airport. The crew did not follow the proper approach procedure.,146,138,8,127,123,4,0
