|Country code|Country name|Subject code|Subject|Scale|Decimals|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011
5801|TTO|Trinidad and Tobago|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.7200000286|0.7315999866|..|0.6577000022|0.7879999876|0.79|..|0.79|..|..|..|..|..|..|..|..|..|1.175|..|..|..|..
5802|TUN|Tunisia|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.5282999873|0.5368999839|0.6453999877|0.6506000161|0.5673000216|0.663|..|0.7|..|..|..|..|..|..|1.34|..|..|..|..|1.19|..|..
5803|TUR|Turkey|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.9|1|1|1|1.1|1.1|1.1|1.2|1.2|1.2|1.3|1.3|1.4|1.4|1.3|1.3|1.56|..|1.451|1.64|..|..
5804|TUV|Tuvalu|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|0.5454546|0.91|..|..|..|..|0.636|..|..|..
5805|TZA|Tanzania|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|..|..|0.0419000015|0.041|..|..|..|..|..|..|0.02|..|..|..|0.008|..|..|..|..|..
5806|UGA|Uganda|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|..|0.0399999991|..|..|..|..|..|..|..|..|0.047|..|0.08|0.117|..|..|..|..|..|..
5807|UKR|Ukraine|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|4.2895002365|4.3452000618|4.2971000671|4.3418002129|4.3141999245|4.407|2.992|2.97|2.99|2.986|2.978|2.974|..|2.951|..|..|3.1254|..|..|..|..|..
5808|UMC|Upper middle income|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|1.637839778|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|1.7244132818|..|..
5809|URY|Uruguay|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|3.6800000668|..|3.2260000706|..|..|3.56|3.703|..|..|3.745|..|..|3.65|..|..|..|..|4.181|3.736|..|..|..
5810|USA|United States|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|1.8|1.9|1.9|1.9|..|2|2|2.1|2.1|2.2|2.56|2.2|2.3|..|2.672|..|..|..|..|..|..|..
5811|UZB|Uzbekistan|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|3.3875000477|3.4249999523|3.3210000992|3.3378000259|3.2950000763|3.239|3.171|3.115|3.085|2.975|2.946|2.885|..|2.745|..|2.65|..|2.617|..|..|..|..
5812|VCT|St. Vincent and the Grenadines|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.4600000083|0.1345999986|..|..|..|0.46|..|0.871|..|..|0.7542|..|..|..|..|..|..|..|..|..|..|..
5813|VEN|Venezuela, RB|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|1.5643999577|..|..|..|..|1.94|..|2.029|..|..|..|1.94|..|..|..|..|..|..|..|..|..|..
5814|VIR|Virgin Islands (U.S.)|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|1.6499999762|..|..|..|..|1.645|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5815|VNM|Vietnam|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.4038999975|0.4065999985|0.4372000098|..|..|..|..|0.569|0.48|0.515|..|0.534|0.56|..|..|..|..|..|1.224|..|..|..
5816|VUT|Vanuatu|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|0.0989999995|..|..|..|..|..|0.11|..|..|..|..|..|..|0.14|..|..|..|0.116|..|..|..
5817|WBG|West Bank and Gaza|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|..|..|..|..|..|..|0.5|..|..|0.837|..|..|..|..|..|..|..|..|..|..
5818|WLD|World|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|1.2145923873|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|1.3843603293|..|..
5819|WSM|Samoa|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|0.3646999896|..|..|..|0.344|..|0.33|0.702|..|..|..|0.28|..|0.27|..|..|..|..|..|..
5820|YEM|Yemen, Rep.|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.0070000002|..|..|..|..|0.247|0.23|..|0.2|..|..|0.219|..|..|0.33|..|..|..|..|0.3|..|..
5821|ZAF|South Africa|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|..|..|0.6243000031|..|..|..|0.593|..|..|..|..|0.692|..|..|0.77|..|..|..|..|..|..|..
5822|ZAR|Congo, Dem. Rep.|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.0661000013|..|..|..|..|..|0.069|..|..|..|..|..|..|..|0.11|..|..|..|..|..|..|..
5823|ZMB|Zambia|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.0916000009|..|..|..|..|0.069|..|..|..|..|..|..|..|..|0.12|..|0.055|..|..|..|..|..
5824|ZWE|Zimbabwe|SH.MED.PHYS.ZS|Physicians (per 1000 people)|0|1|0.1353999972|..|..|..|..|0.139|..|..|..|..|..|..|0.057|..|0.16|..|..|..|..|..|..|..
5825|ABW|Aruba|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5826|ADO|Andorra|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5827|AFG|Afghanistan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5828|AGO|Angola|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|54.31|..|..|..|..|..|..|..|..|..|..|..
5829|ALB|Albania|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|0.2|..|..|..|..|0.57|..|0.53|0.85|..|..|0.62|..|..|..
5830|ARE|United Arab Emirates|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5831|ARG|Argentina|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|0.13|..|..|..|1.57|..|1.78|..|..|..|9.92|..|6.62|..|..|..|..|0.87|..|..
5832|ARM|Armenia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|17.5|..|..|18.03|..|10.99|14.97|10.63|..|..|..|..|1.28|..|..|..
5833|ASM|American Samoa|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5834|ATG|Antigua and Barbuda|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5835|AUS|Australia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5836|AUT|Austria|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5837|AZE|Azerbaijan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|16.26|..|..|..|..|..|6.32|..|..|..|0.03|..|..|1.04|..|..|..
5838|BDI|Burundi|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|84.24|..|..|..|..|..|86.43|..|..|..|..|..|..|..|81.32|..|..|..|..|..
5839|BEL|Belgium|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5840|BEN|Benin|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|47.33|..|..|..|..|..|..|..|..
5841|BFA|Burkina Faso|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|71.17|..|..|..|70.03|..|..|..|..|56.54|..|..|..|..|..|..|..|..
5842|BGD|Bangladesh|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|66.77|..|..|..|59.35|..|..|..|57.82|..|..|..|..|49.64|..|..|..|..|..|..
5843|BGR|Bulgaria|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|0|..|0.22|2.02|..|0.32|..|..|..|2.64|..|0|..|..|..|1.04|..|..|..|..
5844|BHR|Bahrain|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5845|BHS|Bahamas, The|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5846|BIH|Bosnia and Herzegovina|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|0.13|..|..|0.16|..|..|0.04|..|..|..|..
5847|BLR|Belarus|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|0.02|..|0.36|..|2.66|0.93|..|0.33|0.46|0.3|..|0.18|0.18|..|..|0.1|..|..|..
5848|BLZ|Belize|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|14.03|..|..|..|12.36|..|..|..|..|..|..|..|..|..|..|..|..
5849|BMU|Bermuda|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5850|BOL|Bolivia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|4.03|..|..|..|..|..|18.54|..|26.27|..|..|22.81|..|..|19.62|..|13.64|..|..|..|..
5851|BRA|Brazil|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|15.49|..|13.29|12.97|..|10.51|11.43|11.98|11.03|11.15|..|10.96|9.81|10.43|11.68|7.76|..|..|4.25|3.8|..|..
5852|BRB|Barbados|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5853|BRN|Brunei Darussalam|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5854|BTN|Bhutan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|26.23|..|..|..|..|..|..|..|..
5855|BWA|Botswana|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|31.23|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5856|CAF|Central African Republic|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|83.15|..|..|..|..|..|..|..|..|..|..|62.43|..|..|..|..|62.83|..|..|..
5857|CAN|Canada|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5858|CHE|Switzerland|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5859|CHI|Channel Islands|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5860|CHL|Chile|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|4.37|..|..|..|2.6|..|0.43|..|0.68|..|1.03|..|..|1.1|..|..|0.19|..|..|0|..|..
5861|CHN|China|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|60.18|..|63.8|53.69|58.9|54.05|36.37|47.3|47.49|35.63|..|..|28.36|..|..|15.92|..|..|..|..|..|..
5862|CIV|Cote d'Ivoire|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|17.79|..|21.09|..|..|24.06|..|..|..|23.34|..|..|..|..|..|23.75|..|..|..
5863|CMR|Cameroon|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|51.46|..|..|..|..|32.81|..|..|..|..|..|9.56|..|..|..|..
5864|COG|Congo, Rep.|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|54.1|..|..|..|..|..|..
5865|COK|Cook Islands|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5866|COL|Colombia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|8.27|..|..|..|11.73|13.79|..|15.85|17.15|16.64|..|..|15.36|..|..|16.01|..|..|..|..|..
5867|COM|Comoros|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|46.11|..|..|..|..|..|..|..
5868|CPV|Cape Verde|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|21.02|..|..|..|..|..|..|..|..|..
5869|CRI|Costa Rica|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|9.39|..|8.67|7.9|..|..|7.08|4.52|3.96|..|4.41|3.53|..|4.83|..|2.37|..|..|..|0.65|..|..
5870|CUB|Cuba|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5871|CUW|Curacao|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5872|CYM|Cayman Islands|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5873|CYP|Cyprus|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5874|CZE|Czech Republic|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|0|..|..|0.13|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5875|DEU|Germany|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5876|DJI|Djibouti|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|4.66|..|..|..|..|..|18.84|..|..|..|..|..|..|..|..|..
5877|DMA|Dominica|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5878|DNK|Denmark|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5879|DOM|Dominican Republic|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|4.6|..|..|..|5.87|6.76|..|..|4.41|..|..|6.12|..|4.98|3.96|4.29|..|..|..|..
5880|DZA|Algeria|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|6.79|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5881|EAP|East Asia & Pacific|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|54.72|..|..|50.77|..|..|36|..|..|35.51|..|..|27.59|..|..|16.78|..|..|..|..|..|..
5882|ECA|Europe & Central Asia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|1.75|..|..|3.84|..|..|4.45|..|..|5.13|..|..|4.61|..|..|3.67|..|..|..|..|..|..
5883|ECU|Ecuador|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|15.93|..|..|..|14.51|..|..|..|..|11.47|..|9.78|..|4.69|..|4.43|..|..
5884|EGY|Egypt, Arab Rep.|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|4.46|..|..|..|..|2.46|..|..|..|1.81|..|..|..|..|1.99|..|..|..|..|..|..
5885|EMU|Euro area|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5886|ERI|Eritrea|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5887|ESP|Spain|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5888|EST|Estonia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|0.79|..|0.25|..|..|0.05|..|0.64|0.53|0.51|0|0.46|..|..|..|..|..|..|..
5889|ETH|Ethiopia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|60.52|..|..|..|..|55.58|..|..|..|..|39.04|..|..|..|..|..|..
5890|FIN|Finland|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5891|FJI|Fiji|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5892|FRA|France|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5893|FRO|Faeroe Islands|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5894|FSM|Micronesia, Fed. Sts.|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|31.15|..|..|..|..|..|..|..|..|..|..|..
5895|GAB|Gabon|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|4.84|..|..|..|..|..|..
5896|GBR|United Kingdom|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5897|GEO|Georgia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|4.71|4.58|7.85|9.43|9.59|9.98|15.73|17.65|..|14.09|..|..|15.27|..|..|..
5898|GHA|Ghana|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|51.07|..|..|..|..|..|39.12|..|..|..|..|..|..|..|29.99|..|..|..|..|..
5899|GIB|Gibraltar|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5900|GIN|Guinea|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|92.55|..|..|36.77|..|..|..|..|..|..|..|..|70.13|..|..|..|43.34|..|..|..|..
5901|GMB|Gambia, The|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|66.68|..|..|..|..|34.34|..|..|..|..|..|..|..|..
5902|GNB|Guinea-Bissau|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|41.31|..|52.11|..|..|..|..|..|..|..|..|48.83|..|..|..|..|..|..|..|..|..
5903|GNQ|Equatorial Guinea|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5904|GRC|Greece|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5905|GRD|Grenada|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5906|GRL|Greenland|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5907|GTM|Guatemala|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|16.39|..|13.79|..|16.92|..|..|..|11.7|..|..|..|..|..
5908|GUM|Guam|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5909|GUY|Guyana|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|6.91|..|..|..|..|8.7|..|..|..|..|..|..|..|..|..|..|..|..|..
5910|HIC|High income|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5911|HKG|Hong Kong SAR, China|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5912|HND|Honduras|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|43.5|..|33.33|..|28.28|..|..|16|..|14.44|..|..|..|18.1|..|22.19|..|23.25|..|..|..|..
5913|HRV|Croatia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|0.06|0.19|0.07|0.06|..|..|0.06|..|..|..|0.06|..|..|..
5914|HTI|Haiti|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|54.9|..|..|..|..|..|..|..|..|..|..
5915|HUN|Hungary|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|0.15|..|..|..|..|0.17|0.18|0.15|0.14|0.07|..|0.13|..|..|0.17|..|..|..|..
5916|IDN|Indonesia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|54.27|..|..|54.4|..|..|43.38|..|..|47.7|..|..|29.31|..|..|21.44|28.04|24.61|..|18.73|..|..
5917|IMY|Isle of Man|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5918|IND|India|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|49.4|..|..|..|..|..|..|..|..|..|..|41.64|..|..|..|..|..|..
5919|IRL|Ireland|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5920|IRN|Iran, Islamic Rep.|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|3.85|..|..|..|1.42|..|..|..|1.26|..|..|..|..|..|..|1.45|..|..|..|..|..|..
5921|IRQ|Iraq|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|4.02|..|..|..|..
5922|ISL|Iceland|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5923|ISR|Israel|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5924|ITA|Italy|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5925|JAM|Jamaica|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|0.18|..|..|3.82|..|..|1.74|..|..|1.26|..|..|0.36|..|0.24|..|..|..|..|..|..|..
5926|JOR|Jordan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|2.77|..|..|..|..|1.51|..|..|..|..|..|1.16|..|..|0.38|..|..|..|..|..
5927|JPN|Japan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5928|KAZ|Kazakhstan|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|4.21|..|..|4.98|..|..|..|..|0.51|5.15|3.12|..|..|..|0.17|..|..|..|..
5929|KEN|Kenya|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|38.42|..|28.5|..|..|19.57|..|..|..|..|..|..|..|19.72|..|..|..|..|..|..
5930|KGZ|Kyrgyz Republic|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|18.61|..|..|..|..|31.84|15.5|..|..|34.03|..|21.81|..|..|1.9|..|..|..|..
5931|KHM|Cambodia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|48.55|..|..|..|..|..|..|..|..|..|40.19|..|..|28.27|..|..|..|..
5932|KIR|Kiribati|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5933|KNA|St. Kitts and Nevis|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5934|KOR|Korea, Rep.|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5935|KSV|Kosovo|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5936|KWT|Kuwait|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5937|LAC|Latin America & Caribbean|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|11.33|..|..|10.16|..|..|11.03|..|..|11.02|..|..|10.7|..|..|8.12|..|..|..|..|..|..
5938|LAO|Lao PDR|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|55.68|..|..|..|..|49.32|..|..|..|..|43.96|..|..|..|..|..|33.88|..|..|..
5939|LBN|Lebanon|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5940|LBR|Liberia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|83.65|..|..|..|..
5941|LBY|Libya|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5942|LCA|St. Lucia|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|20.93|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5943|LIC|Low income|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
5944|LIE|Liechtenstein|SI.POV.DDAY|Population living below $1.25 a day (% of total)|0|1|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..|..
