,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags in thousands,Small Bags in thousands,Large Bags,XLarge Bags,year,region,Tipo_conventional,Tipo_organic
7914,2017-08-20,1.67,496897,126277,145202,447,224.97012,168.56145999999998,56032.06,376.6,2017,Seattle,1,0
7915,2017-08-13,1.81,438236,108558,159897,558,169.22161,104.08706,64712.1,422.45,2017,Seattle,1,0
7916,2017-08-06,1.73,493703,124307,178899,965,189.52995,115.65886,73095.04,776.05,2017,Seattle,1,0
7917,2017-07-30,1.72,470813,115910,169760,2027,183.11357999999998,112.30678999999999,69630.16,1176.63,2017,Seattle,1,0
7918,2017-07-23,1.54,509159,110161,215252,5868,177.8775,105.73633,72025.25,115.92,2017,Seattle,1,0
7919,2017-07-16,1.68,473361,122341,165493,762,184.7634,107.73409,76671.75,357.56,2017,Seattle,1,0
7920,2017-07-09,1.0,905064,186651,182881,1023,534.50815,534.14807,34.7,325.38,2017,Seattle,1,0
7921,2017-07-02,1.21,682920,125597,179521,840,376.9615,376.18203000000005,56.47,723.0,2017,Seattle,1,0
7922,2017-06-25,1.17,680060,129823,162186,1038,387.01153999999997,386.54359999999997,73.92,394.02,2017,Seattle,1,0
7923,2017-06-18,1.16,696101,128838,170657,521,396.0836,395.57869,92.84,412.07,2017,Seattle,1,0
7924,2017-06-11,1.21,664560,105557,169870,835,388.29725,387.99676,91.45,209.04,2017,Seattle,1,0
7925,2017-06-04,1.21,681109,110722,172954,454,396.97727000000003,396.50910999999996,168.72,299.44,2017,Seattle,1,0
7926,2017-05-28,1.19,729001,128463,191777,763,407.99703000000005,407.84036,57.37,99.3,2017,Seattle,1,0
7927,2017-05-21,1.25,628075,126440,172836,745,328.05307,327.05245,154.61,846.01,2017,Seattle,1,0
7928,2017-05-14,1.09,760302,161654,182174,646,415.82763,411.54211,4195.83,89.69,2017,Seattle,1,0
7929,2017-05-07,1.0,962478,251868,251822,499,458.28740000000005,435.65792,22522.63,106.85,2017,Seattle,1,0
7930,2017-04-30,0.92,906413,194789,170398,470,540.7544,538.92053,1467.7,366.17,2017,Seattle,1,0
7931,2017-04-23,1.11,653100,135560,203465,670,313.40526,313.04646,250.26,108.54,2017,Seattle,1,0
7932,2017-04-16,1.09,682386,131986,151806,404,398.18909,397.48451,217.5,487.08,2017,Seattle,1,0
7933,2017-04-09,0.96,838359,196844,228960,209,412.34515000000005,411.24799,280.09,817.07,2017,Seattle,1,0
7934,2017-04-02,1.18,618377,103029,176357,319,338.67109999999997,338.01592,310.82,344.36,2017,Seattle,1,0
7935,2017-03-26,1.16,608172,99301,166232,323,342.31468,341.80235,213.09,299.24,2017,Seattle,1,0
7936,2017-03-19,1.14,600698,109446,158477,329,332.44506,330.53619,1660.18,248.69,2017,Seattle,1,0
7937,2017-03-12,0.91,846864,106731,212055,584,527.49322,507.28481,19483.58,724.83,2017,Seattle,1,0
7938,2017-03-05,0.94,803073,125507,199518,773,477.27495,295.80325,180388.07,1083.63,2017,Seattle,1,0
7939,2017-02-26,0.8,823735,115599,177935,3415,526.7840799999999,446.73829,79634.56,411.23,2017,Seattle,1,0
7940,2017-02-19,0.87,758887,95175,157514,512,505.6845,423.47663,81596.26,611.61,2017,Seattle,1,0
7941,2017-02-12,0.77,750095,122056,182222,664,445.15206,359.13378,85567.69,450.59,2017,Seattle,1,0
7942,2017-02-05,0.76,1093144,160260,306958,957,624.96767,471.28384,152490.79,1193.04,2017,Seattle,1,0
7943,2017-01-29,0.86,838930,114095,187068,478,537.28784,496.66913,40312.44,306.27,2017,Seattle,1,0
7944,2017-01-22,0.85,865893,102662,256663,556,506.01131,393.1374,112547.31,326.6,2017,Seattle,1,0
7945,2017-01-15,0.93,755537,88731,212640,894,453.2717,442.60726,10132.02,532.42,2017,Seattle,1,0
7946,2017-01-08,0.8,938061,106390,348112,274,483.28434000000004,456.14140999999995,26533.02,609.91,2017,Seattle,1,0
7947,2017-01-01,0.84,822000,79598,267691,705,474.0043,469.00471999999996,4461.1,538.48,2017,Seattle,1,0
7948,2017-12-31,0.99,460716,210307,80809,3034,166.56461,124.648,41191.56,725.05,2017,SouthCarolina,1,0
7949,2017-12-24,1.22,294202,133334,48531,2380,109.95548,84.03713,23046.13,2872.22,2017,SouthCarolina,1,0
7950,2017-12-17,1.04,348367,174025,54684,2567,117.09036,84.68683,30354.29,2049.24,2017,SouthCarolina,1,0
7951,2017-12-10,1.02,382563,169611,55404,2823,154.72427,119.93500999999999,32440.06,2349.2,2017,SouthCarolina,1,0
7952,2017-12-03,1.12,349900,166920,72687,2909,107.385,81.124,24366.0,1895.0,2017,SouthCarolina,1,0
7953,2017-11-26,1.25,269322,125872,47631,2004,93.815,72.283,19651.0,1882.0,2017,SouthCarolina,1,0
7954,2017-11-19,1.23,295766,136349,49469,2736,107.212,81.408,23870.0,1933.0,2017,SouthCarolina,1,0
7955,2017-11-12,1.23,340345,165782,55018,2954,116.591,90.11,24929.0,1552.0,2017,SouthCarolina,1,0
7956,2017-11-05,1.28,308280,134738,56451,2686,114.40463000000001,89.9677,23352.49,1084.44,2017,SouthCarolina,1,0
7957,2017-10-29,1.32,310343,139889,57049,2572,110.83224,74.08272,35393.69,1355.83,2017,SouthCarolina,1,0
7958,2017-10-22,1.57,275350,130878,56508,2299,85.66382,63.29832,22359.95,5.55,2017,SouthCarolina,1,0
7959,2017-10-15,1.69,275807,125345,60281,1836,88.34439,62.68534,25649.66,9.39,2017,SouthCarolina,1,0
7960,2017-10-08,1.56,316112,161942,57386,1635,95.14785,61.51447,33613.17,20.21,2017,SouthCarolina,1,0
7961,2017-10-01,1.64,296183,135045,74889,1574,84.67311,61.37343,23291.48,8.2,2017,SouthCarolina,1,0
7962,2017-09-24,1.57,300285,147297,66856,1530,84.60064999999999,61.06557,23511.35,23.73,2017,SouthCarolina,1,0
7963,2017-09-17,1.46,311277,145609,70155,1756,93.7567,65.72425,27476.84,555.61,2017,SouthCarolina,1,0
7964,2017-09-10,1.42,286146,127817,60589,1332,96.40736,73.14707000000001,19863.14,3397.15,2017,SouthCarolina,1,0
7965,2017-09-03,1.44,328515,150242,66384,1908,109.98016,79.46423,25545.93,4970.0,2017,SouthCarolina,1,0
7966,2017-08-27,1.41,333689,155801,65899,1788,110.19976,78.51811000000001,24604.0,7077.65,2017,SouthCarolina,1,0
7967,2017-08-20,1.4,348843,158452,70864,2138,117.38875,84.2884,28388.92,4711.43,2017,SouthCarolina,1,0
7968,2017-08-13,1.36,370979,154159,86025,2120,128.67372,93.63315,28100.57,6940.0,2017,SouthCarolina,1,0
7969,2017-08-06,1.37,336237,128394,85339,1997,120.50641999999999,89.59267999999999,25937.07,4976.67,2017,SouthCarolina,1,0
7970,2017-07-30,1.3,359544,168379,84509,1851,104.80346,75.56792,26297.82,2937.72,2017,SouthCarolina,1,0
7971,2017-07-23,1.3,382711,183065,83184,1969,114.49256,86.14003,22272.11,6080.42,2017,SouthCarolina,1,0
7972,2017-07-16,1.28,385644,176984,84547,2236,121.87595,91.43777,25312.59,5125.59,2017,SouthCarolina,1,0
7973,2017-07-09,1.24,380517,171133,76166,2472,130.74592,94.03884,26927.08,9780.0,2017,SouthCarolina,1,0
7974,2017-07-02,1.28,413263,179977,86915,2600,143.76905,94.51145,38696.11,10561.49,2017,SouthCarolina,1,0
7975,2017-06-25,1.17,406520,190192,75673,2127,138.52649,87.43227,43444.22,7650.0,2017,SouthCarolina,1,0
7976,2017-06-18,1.3,356093,159850,74051,2187,120.00326,81.81812,23600.14,14585.0,2017,SouthCarolina,1,0
7977,2017-06-11,1.3,404634,189016,79763,2567,133.28775,87.10514,34472.61,11710.0,2017,SouthCarolina,1,0
7978,2017-06-04,1.33,423186,213834,76898,2442,130.01058,86.89034,38375.24,4745.0,2017,SouthCarolina,1,0
7979,2017-05-28,1.41,393303,181618,78082,2859,130.74187,102.22545,23365.63,5150.79,2017,SouthCarolina,1,0
7980,2017-05-21,1.38,363333,163512,72321,2900,124.59911,91.71347,27830.64,5055.0,2017,SouthCarolina,1,0
7981,2017-05-14,1.34,367894,163820,65765,2816,135.49101000000002,103.78211999999999,27148.13,4560.76,2017,SouthCarolina,1,0
7982,2017-05-07,1.19,531412,256780,92639,3231,178.76093,120.19378,54591.21,3975.94,2017,SouthCarolina,1,0
7983,2017-04-30,1.34,429088,208521,87676,2203,130.68721,88.44419,38293.89,3949.13,2017,SouthCarolina,1,0
7984,2017-04-23,1.36,374054,161218,72371,2161,138.30246,109.28868,27426.79,1586.99,2017,SouthCarolina,1,0
7985,2017-04-16,1.37,368844,161105,75615,2256,129.86648,92.23652,34384.96,3245.0,2017,SouthCarolina,1,0
7986,2017-04-09,1.38,345869,153802,72253,2212,117.60061,82.16736999999999,31317.19,4116.05,2017,SouthCarolina,1,0
7987,2017-04-02,1.38,366510,141146,73888,2180,149.29507999999998,122.29402999999999,24716.05,2285.0,2017,SouthCarolina,1,0
7988,2017-03-26,1.41,343469,146122,75527,2188,119.63064,91.32788000000001,26397.76,1905.0,2017,SouthCarolina,1,0
7989,2017-03-19,1.37,332804,128918,76830,2452,124.60228,89.62325999999999,33294.02,1685.0,2017,SouthCarolina,1,0
7990,2017-03-12,1.4,325834,135698,76260,2778,111.09776,79.13568,31292.08,670.0,2017,SouthCarolina,1,0
7991,2017-03-05,1.31,326142,137486,76876,4078,107.70107,78.62874000000001,29047.33,25.0,2017,SouthCarolina,1,0
7992,2017-02-26,1.06,404208,189463,97078,4420,113.24707000000001,91.62666,20450.41,1170.0,2017,SouthCarolina,1,0
7993,2017-02-19,1.14,331446,150107,76620,2862,101.8565,78.34611,22320.39,1190.0,2017,SouthCarolina,1,0
7994,2017-02-12,0.99,395220,190775,83866,2382,118.19575,92.65617999999999,25474.57,65.0,2017,SouthCarolina,1,0
7995,2017-02-05,0.81,706098,365828,182799,6024,151.44572,92.59635,58746.59,102.78,2017,SouthCarolina,1,0
7996,2017-01-29,1.11,395411,174671,85091,3175,132.47279,91.77659,40642.03,54.17,2017,SouthCarolina,1,0
7997,2017-01-22,1.0,451738,159931,121922,6643,163.24092000000002,98.46317,64777.75,0.0,2017,SouthCarolina,1,0
7998,2017-01-15,1.14,369916,167680,86901,2850,112.48324000000001,70.02471000000001,42458.53,0.0,2017,SouthCarolina,1,0
7999,2017-01-08,1.15,352660,154597,75966,3127,118.96867,83.27289,35695.78,0.0,2017,SouthCarolina,1,0
8000,2017-01-01,1.0,402162,166822,105262,5223,124.85464,57.34489,67509.75,0.0,2017,SouthCarolina,1,0
8001,2017-12-31,0.85,6150665,2819105,1288524,22204,2020.8301000000001,1456.27021,563984.42,575.47,2017,SouthCentral,1,0
8002,2017-12-24,1.0,5140296,2608912,875474,19843,1636.0664199999999,1229.40746,406416.57,242.39,2017,SouthCentral,1,0
8003,2017-12-17,0.9,4951756,2460827,956506,17333,1517.08866,1167.7605800000001,349011.06,317.02,2017,SouthCentral,1,0
8004,2017-12-10,0.8,6113749,2897662,1093963,25059,2097.06438,1732.88247,363630.88,551.03,2017,SouthCentral,1,0
8005,2017-12-03,0.84,6037641,2801657,1222335,27629,1986.021,1596.144,389649.0,228.0,2017,SouthCentral,1,0
8006,2017-11-26,0.96,4362824,2377638,713646,14770,1256.771,870.931,385677.0,162.0,2017,SouthCentral,1,0
8007,2017-11-19,0.97,4864335,2719309,742890,17529,1384.607,973.474,409491.0,1642.0,2017,SouthCentral,1,0
8008,2017-11-12,0.95,5627547,2730492,1207080,27925,1662.05,1146.657,514869.0,525.0,2017,SouthCentral,1,0
8009,2017-11-05,0.99,5798077,2770715,1154114,24089,1849.1589,1127.48034,716953.08,4725.48,2017,SouthCentral,1,0
8010,2017-10-29,1.1,5167419,2567803,938018,12452,1649.14529,1013.79929,634225.69,1120.31,2017,SouthCentral,1,0
8011,2017-10-22,1.15,4919102,2541201,796819,11499,1569.58152,1211.44325,357979.25,159.02,2017,SouthCentral,1,0
8012,2017-10-15,1.3,4553170,2390226,797892,8836,1356.2144099999998,976.32302,379688.5,202.89,2017,SouthCentral,1,0
8013,2017-10-08,1.32,4735152,2484149,842457,6332,1402.21275,1011.50313,390140.39,569.23,2017,SouthCentral,1,0
8014,2017-10-01,1.34,4488892,2373892,775342,7963,1331.6941000000002,952.6655,378804.94,223.66,2017,SouthCentral,1,0
8015,2017-09-24,1.33,4405343,2350943,750401,6455,1297.54316,965.68493,331517.39,340.84,2017,SouthCentral,1,0
8016,2017-09-17,1.27,4685091,2583311,836032,7144,1258.6044299999999,897.8886,358252.41,2463.42,2017,SouthCentral,1,0
8017,2017-09-10,1.22,4926555,2756276,771799,12730,1385.75009,1011.68168,365700.82,8367.59,2017,SouthCentral,1,0
8018,2017-09-03,1.24,4677784,2610726,799483,11103,1256.4711200000002,925.94898,319844.34,10677.8,2017,SouthCentral,1,0
8019,2017-08-27,1.17,5303260,2926795,860801,11576,1504.08727,1125.46197,367930.21,10695.09,2017,SouthCentral,1,0
8020,2017-08-20,1.06,5412866,2733435,1013579,9937,1655.91425,962.2882900000001,683111.22,10514.74,2017,SouthCentral,1,0
8021,2017-08-13,1.05,6058478,2794533,1399558,22466,1841.9203200000002,940.65423,893304.81,7961.28,2017,SouthCentral,1,0
8022,2017-08-06,1.03,5882728,3063985,1282288,18165,1518.28953,1037.65415,457240.12,23395.26,2017,SouthCentral,1,0
8023,2017-07-30,1.06,5548390,2922902,1156832,15183,1453.4710400000001,1010.56854,424211.45,18691.05,2017,SouthCentral,1,0
8024,2017-07-23,1.05,5550586,2881726,1185462,16702,1466.69481,1013.2134599999999,427812.72,25668.63,2017,SouthCentral,1,0
8025,2017-07-16,1.02,5780893,2730101,1369045,19641,1662.10395,1083.66618,557527.48,20910.29,2017,SouthCentral,1,0
8026,2017-07-09,0.86,7194967,3208920,1183761,19559,2782.72546,2120.45899,656778.35,5488.12,2017,SouthCentral,1,0
8027,2017-07-02,0.92,6675892,3159081,1239433,25461,2251.91558,1790.49411,457729.03,3692.44,2017,SouthCentral,1,0
8028,2017-06-25,0.92,6466429,3274928,1121983,16796,2052.72158,1518.93869,530616.8,3166.09,2017,SouthCentral,1,0
8029,2017-06-18,0.89,7417264,3419006,1543629,28126,2426.50079,1501.7633600000001,923549.91,1187.52,2017,SouthCentral,1,0
8030,2017-06-11,0.93,6526488,3540683,1042887,21574,1921.3433300000002,1496.5037399999999,401617.34,23222.25,2017,SouthCentral,1,0
8031,2017-06-04,0.93,6585882,3465782,1015653,20437,2084.00905,1636.58591,413725.96,33697.18,2017,SouthCentral,1,0
8032,2017-05-28,0.96,6549043,3495036,1267551,27015,1759.44004,1322.19206,405650.84,31597.14,2017,SouthCentral,1,0
8033,2017-05-21,0.94,6084796,3262539,1043850,20820,1757.5858799999999,1269.46983,460424.96,27691.09,2017,SouthCentral,1,0
8034,2017-05-14,0.92,6551804,3340446,1114123,22104,2075.12927,1494.26246,545591.74,35275.07,2017,SouthCentral,1,0
8035,2017-05-07,0.85,7922898,4093101,1453770,18738,2357.28813,1526.9677,810444.58,19875.85,2017,SouthCentral,1,0
8036,2017-04-30,0.86,7483931,3221294,1692107,38275,2532.25333,1460.63132,1049435.14,22186.87,2017,SouthCentral,1,0
8037,2017-04-23,0.83,7523061,3396320,1500545,27770,2598.42478,1675.30095,895408.78,27715.05,2017,SouthCentral,1,0
8038,2017-04-16,0.88,6949890,3783304,1212653,23850,1930.08242,1783.2446599999998,127878.28,18959.48,2017,SouthCentral,1,0
8039,2017-04-09,0.92,6183823,3415501,1234042,39098,1495.17989,1318.5268899999999,152730.49,23922.51,2017,SouthCentral,1,0
8040,2017-04-02,0.84,6777539,3916659,1012267,24556,1824.05611,1494.82382,309395.83,19836.46,2017,SouthCentral,1,0
8041,2017-03-26,0.93,5805541,3391002,978691,27689,1408.15899,1322.35027,66091.65,19717.07,2017,SouthCentral,1,0
8042,2017-03-19,0.94,5498742,3186678,1033840,65215,1213.00784,1165.8098400000001,31725.57,15472.43,2017,SouthCentral,1,0
8043,2017-03-12,0.93,5316530,3199639,870253,138376,1108.26099,1040.13895,52798.3,15323.74,2017,SouthCentral,1,0
8044,2017-03-05,0.87,5637789,3275101,959531,154394,1248.76223,1200.64445,40174.35,7943.43,2017,SouthCentral,1,0
8045,2017-02-26,0.7,6808805,4318255,822773,142658,1525.1180200000001,1359.306,146644.88,19167.14,2017,SouthCentral,1,0
8046,2017-02-19,0.75,5953222,2869772,1114706,207634,1761.1096699999998,1408.21968,330575.32,22314.67,2017,SouthCentral,1,0
8047,2017-02-12,0.68,7043078,3640314,1098974,215201,2088.5873899999997,1790.73615,276301.68,21549.56,2017,SouthCentral,1,0
8048,2017-02-05,0.62,9421609,5160896,1821670,430538,2008.50326,1652.46583,346207.63,9829.8,2017,SouthCentral,1,0
8049,2017-01-29,0.76,6449698,4041490,922431,173874,1311.90156,996.67485,306892.76,8333.95,2017,SouthCentral,1,0
8050,2017-01-22,0.74,6207638,4020198,957479,23685,1206.27522,1066.2648700000002,128528.14,11482.21,2017,SouthCentral,1,0
8051,2017-01-15,0.68,7103726,4335593,1264050,18959,1485.12369,1360.0587,110035.17,15029.82,2017,SouthCentral,1,0
8052,2017-01-08,0.74,6347964,3529761,1305030,18206,1494.96709,1296.0313999999998,183062.26,15873.43,2017,SouthCentral,1,0
8053,2017-01-01,0.64,6687273,3587283,1719720,27548,1352.72161,1105.95316,230434.03,16334.42,2017,SouthCentral,1,0
8054,2017-12-31,1.08,4651107,2795828,448136,12621,1394.52159,807.94212,571443.81,15135.66,2017,Southeast,1,0
8055,2017-12-24,1.31,3077843,1732070,277003,14230,1054.53925,708.8184100000001,322895.28,22825.56,2017,Southeast,1,0
8056,2017-12-17,1.01,3751927,2208030,341376,15056,1187.46327,728.00745,442491.14,16964.68,2017,Southeast,1,0
8057,2017-12-10,1.02,4091257,2353835,373395,17836,1346.1908999999998,817.96719,511116.18,17107.53,2017,Southeast,1,0
8058,2017-12-03,1.21,3452207,2032331,328178,21381,1070.317,737.179,318086.0,15051.0,2017,Southeast,1,0
8059,2017-11-26,1.32,2743409,1577493,251975,8058,905.883,606.486,282761.0,16635.0,2017,Southeast,1,0
8060,2017-11-19,1.2,3446284,1997537,326446,12078,1110.222,674.139,423999.0,12084.0,2017,Southeast,1,0
8061,2017-11-12,1.28,3422495,1947873,312578,12862,1149.182,818.63,314965.0,15586.0,2017,Southeast,1,0
8062,2017-11-05,1.34,3194059,1801086,298601,10159,1084.21261,767.42268,305652.13,11137.8,2017,Southeast,1,0
8063,2017-10-29,1.23,3856643,2294505,395328,9660,1157.1488100000001,722.26244,425157.58,9728.79,2017,Southeast,1,0
8064,2017-10-22,1.54,3133906,1888095,344382,8075,893.3538100000001,544.94637,348391.24,16.2,2017,Southeast,1,0
8065,2017-10-15,1.71,2896732,1662424,323402,3543,907.36124,595.75334,311512.94,94.96,2017,Southeast,1,0
8066,2017-10-08,1.72,3072184,1834789,292733,2599,942.0626,621.2382299999999,320687.97,136.4,2017,Southeast,1,0
8067,2017-10-01,1.82,2755546,1532669,403538,3143,816.1950899999999,534.9470699999999,281145.63,102.39,2017,Southeast,1,0
8068,2017-09-24,1.72,2761067,1656715,380146,2733,721.47188,441.5337,279631.41,306.77,2017,Southeast,1,0
8069,2017-09-17,1.66,2816590,1623450,438322,2874,751.94338,367.15652,382447.49,2339.37,2017,Southeast,1,0
8070,2017-09-10,1.61,2707005,1511637,383131,4113,808.1231300000001,537.8496700000001,238131.35,32142.11,2017,Southeast,1,0
8071,2017-09-03,1.7,3049931,1745317,443460,4599,856.55346,545.84771,277105.95,33599.8,2017,Southeast,1,0
8072,2017-08-27,1.54,3005445,1702152,429629,3466,870.1972,513.45097,295204.62,61541.61,2017,Southeast,1,0
8073,2017-08-20,1.52,3113164,1729866,444533,3377,935.38768,544.18562,352850.68,38351.38,2017,Southeast,1,0
8074,2017-08-13,1.42,3654633,1989685,556375,3729,1104.84377,607.66891,425033.0,72141.86,2017,Southeast,1,0
8075,2017-08-06,1.41,3282864,1799095,507685,3572,972.50967,569.39019,337374.62,65744.86,2017,Southeast,1,0
8076,2017-07-30,1.38,3266646,1874296,498800,3558,889.99026,525.04469,321214.36,43731.21,2017,Southeast,1,0
8077,2017-07-23,1.36,3580363,2109070,533696,3991,933.60463,523.09386,346162.09,64348.68,2017,Southeast,1,0
8078,2017-07-16,1.36,3516276,2006796,518858,4070,986.55045,596.73372,324532.55,65284.18,2017,Southeast,1,0
8079,2017-07-09,1.32,3491991,1930025,485914,4529,1071.5219399999999,636.66938,342065.06,92787.5,2017,Southeast,1,0
8080,2017-07-02,1.33,3979264,2219034,549006,4778,1206.4439399999999,676.8305,437058.12,92555.32,2017,Southeast,1,0
8081,2017-06-25,1.28,3666944,2101935,442822,3465,1118.7206999999999,612.55665,434645.54,71518.51,2017,Southeast,1,0
8082,2017-06-18,1.35,3404457,1995540,416295,3535,989.08564,546.89952,350819.45,91366.67,2017,Southeast,1,0
8083,2017-06-11,1.33,4151016,2451659,483092,4402,1211.86313,691.32455,449983.89,70554.69,2017,Southeast,1,0
8084,2017-06-04,1.34,4237221,2520206,473205,4226,1239.58339,719.95899,474483.44,45140.96,2017,Southeast,1,0
8085,2017-05-28,1.38,3916908,2252109,450910,5062,1208.82649,789.65956,371172.96,47993.97,2017,Southeast,1,0
8086,2017-05-21,1.38,3609377,2047913,423449,7101,1130.91302,714.27347,375844.67,40794.88,2017,Southeast,1,0
8087,2017-05-14,1.36,3560841,1996527,387915,8542,1167.85644,781.11152,343498.72,43246.2,2017,Southeast,1,0
8088,2017-05-07,1.14,5391717,3160480,682416,6155,1542.66534,866.80714,644104.72,31753.48,2017,Southeast,1,0
8089,2017-04-30,1.24,4698266,2790480,656888,4042,1246.85528,695.71633,513525.29,37613.66,2017,Southeast,1,0
8090,2017-04-23,1.39,3503236,1956787,445304,3585,1097.5591000000002,726.57646,359238.87,11743.77,2017,Southeast,1,0
8091,2017-04-16,1.37,3418235,1841481,429995,3755,1143.00257,740.3365,378277.12,24388.95,2017,Southeast,1,0
8092,2017-04-09,1.41,3257901,1813137,432542,4014,1008.20668,620.39757,359415.3,28393.81,2017,Southeast,1,0
8093,2017-04-02,1.49,3289069,1771188,432476,3724,1081.67976,720.88075,345797.07,15001.94,2017,Southeast,1,0
8094,2017-03-26,1.52,3149349,1691953,444119,4008,1009.26779,619.19002,366946.66,23131.11,2017,Southeast,1,0
8095,2017-03-19,1.45,3168368,1643034,443255,4278,1077.79974,685.02163,374167.84,18610.27,2017,Southeast,1,0
8096,2017-03-12,1.45,3130784,1661752,452054,4318,1012.6597800000001,629.4419,373081.49,10136.39,2017,Southeast,1,0
8097,2017-03-05,1.39,3078856,1616582,446313,6013,1009.94718,636.96449,368181.02,4801.67,2017,Southeast,1,0
8098,2017-02-26,1.09,3780081,2009302,536981,6635,1227.1626,876.73708,337642.19,12783.33,2017,Southeast,1,0
8099,2017-02-19,1.14,3178563,1648815,483659,4681,1041.40673,695.3821700000001,330922.06,15102.5,2017,Southeast,1,0
8100,2017-02-12,0.91,4584245,2444616,806769,5419,1327.43992,800.3090100000001,522265.71,4865.2,2017,Southeast,1,0
8101,2017-02-05,0.81,7545938,3878267,1537592,10563,2119.5150299999996,1194.58255,919049.98,5882.5,2017,Southeast,1,0
8102,2017-01-29,1.12,4143712,1855817,719826,6139,1561.92847,947.47076,611716.88,2740.83,2017,Southeast,1,0
8103,2017-01-22,0.97,4992701,1897606,1188251,11258,1895.5858,834.4079399999999,1059745.36,1432.5,2017,Southeast,1,0
8104,2017-01-15,1.17,3843139,1686737,724373,5637,1426.39137,784.0774200000001,641123.95,1190.0,2017,Southeast,1,0
8105,2017-01-08,1.17,3512131,1510770,635042,5892,1360.42617,818.1508,540435.37,1840.0,2017,Southeast,1,0
8106,2017-01-01,0.94,4655896,1826477,1085898,9296,1734.2244099999998,731.5876999999999,1000752.82,1883.89,2017,Southeast,1,0
8107,2017-12-31,0.94,98086,30325,36245,501,31.01446,24.40556,6544.94,63.96,2017,Spokane,1,0
8108,2017-12-24,1.32,66895,17243,20939,534,28.176759999999998,20.30907,7796.19,71.5,2017,Spokane,1,0
8109,2017-12-17,1.34,61276,16166,17749,328,27.032040000000002,20.07659,6919.35,36.1,2017,Spokane,1,0
8110,2017-12-10,1.2,74626,20460,20182,397,33.5859,26.559330000000003,6994.31,32.26,2017,Spokane,1,0
8111,2017-12-03,1.16,80464,23473,17884,378,38.729,33.362,5310.0,57.0,2017,Spokane,1,0
8112,2017-11-26,1.49,48850,12988,15594,252,20.016,14.612,5404.0,0.0,2017,Spokane,1,0
8113,2017-11-19,1.3,64230,17283,16712,410,29.825,17.01,12808.0,7.0,2017,Spokane,1,0
8114,2017-11-12,1.17,86928,23286,19991,458,43.193,37.987,5076.0,130.0,2017,Spokane,1,0
8115,2017-11-05,1.32,78530,22345,19106,286,36.79198,31.68111,5078.04,32.83,2017,Spokane,1,0
8116,2017-10-29,1.41,70870,20428,21686,276,28.47796,23.106360000000002,5310.69,60.91,2017,Spokane,1,0
8117,2017-10-22,1.31,77451,21170,32061,223,23.99658,17.308709999999998,6657.31,30.56,2017,Spokane,1,0
8118,2017-10-15,1.6,63283,15839,26443,98,20.90227,13.66148,7156.18,84.61,2017,Spokane,1,0
8119,2017-10-08,1.82,56315,13845,22168,38,20.263650000000002,13.67609,6543.06,44.5,2017,Spokane,1,0
8120,2017-10-01,1.83,55420,13935,20908,26,20.54982,13.31733,7186.61,45.88,2017,Spokane,1,0
8121,2017-09-24,1.84,54348,13393,20303,124,20.52723,13.72375,6762.47,41.01,2017,Spokane,1,0
8122,2017-09-17,1.66,65219,16477,28242,34,20.46455,12.77539,7598.66,90.5,2017,Spokane,1,0
8123,2017-09-10,1.89,57493,15581,21528,94,20.28947,11.533,8688.6,67.87,2017,Spokane,1,0
8124,2017-09-03,1.58,75840,20808,22824,102,32.1057,24.38621,7714.95,4.54,2017,Spokane,1,0
8125,2017-08-27,1.42,86969,24242,22050,71,40.60437,34.6975,5902.35,4.52,2017,Spokane,1,0
8126,2017-08-20,1.65,72084,19604,23704,189,28.5855,19.888669999999998,8696.83,0.0,2017,Spokane,1,0
8127,2017-08-13,1.67,68140,16296,26112,100,25.631310000000003,16.335620000000002,9284.42,11.27,2017,Spokane,1,0
8128,2017-08-06,1.55,77832,20501,29823,121,27.385900000000003,17.489630000000002,9861.3,34.97,2017,Spokane,1,0
8129,2017-07-30,1.56,75067,18393,29605,88,26.97985,16.55054,10298.79,130.52,2017,Spokane,1,0
8130,2017-07-23,1.44,77668,17050,35913,88,24.61466,13.71278,10899.63,2.25,2017,Spokane,1,0
8131,2017-07-16,1.35,86112,26467,25825,241,33.578050000000005,23.08763,10239.46,250.96,2017,Spokane,1,0
8132,2017-07-09,0.97,128455,26682,32986,119,68.66682,68.57638,46.14,44.3,2017,Spokane,1,0
8133,2017-07-02,1.2,102306,19186,34732,150,48.23819,48.09304,35.92,109.23,2017,Spokane,1,0
8134,2017-06-25,1.12,103925,22126,27886,69,53.8426,53.46511,377.49,0.0,2017,Spokane,1,0
8135,2017-06-18,1.11,103313,21695,28464,84,53.0698,53.05314,8.89,7.77,2017,Spokane,1,0
8136,2017-06-11,1.16,94583,16949,27300,62,50.27073,50.207989999999995,13.63,49.11,2017,Spokane,1,0
8137,2017-06-04,1.16,97756,18046,29061,52,50.5961,50.58578,0.0,10.32,2017,Spokane,1,0
8138,2017-05-28,1.15,102536,20265,31394,156,50.72111,50.6743,33.81,13.0,2017,Spokane,1,0
8139,2017-05-21,1.14,92273,20886,26056,196,45.13342,44.91511,143.04,75.27,2017,Spokane,1,0
8140,2017-05-14,1.08,108411,23815,31405,68,53.1209,53.01554,18.68,86.68,2017,Spokane,1,0
